file_name;question;ground_truth;answer;context_1;context_2;context_3
Mengenal_BGA.txt;Kapan seorang mahasiswa perlu mengikuti BGA Optimization Program?;Mahasiswa perlu mengikuti BGA Optimization Program jika hasil Self Assessment BGA mereka belum memenuhi batas minimal yang ditentukan.;Mahasiswa perlu mengikuti BGA Optimization Program apabila hasil BGA Self-Assessment mereka menunjukkan hasil 'Need Improvement' atau belum memenuhi batas minimal yang ditentukan.;2. BGA Optimization Program. Program ini disiapkan untuk mahasiswa yang hasil Self Assessment BGA-nya belum memenuhi batas minimal yang ditentukan. BGA Optimization Program memberikan pemahaman lebih mendalam dan membantu mahasiswa mengaplikasikan atribut BGA dalam kehidupan sehari-hari.;Apa yang Harus Dilakukan Jika Hasilnya Need Improvement? Jika hasilnya menunjukkan need improvement, jangan khawatir! Ada beberapa langkah yang perlu dilakukan: 1. Hubungi Student Support Office (SSO) di kampus kalian. 2. Ikuti materi optimisasi yang diberikan oleh SSO. 3. Setelah materi selesai, kalian bisa mengulang self-assessment.;Melalui kedua program ini, mahasiswa akan lebih siap untuk mengembangkan kemampuan yang sesuai dengan atribut BGA, sehingga dapat mencapai potensi maksimal sebagai lulusan BINUS University yang unggul. Untuk informasi lebih lanjut, kunjungi: bga.apps.binus.ac.id. Mengenal BGA Assessment.
nilai_eval_1.txt;Berapa biaya administrasi untuk pemesanan transkrip nilai cetak (hardcopy) dan bagaimana format nomor Virtual Account BCA untuk pembayaran bagi mahasiswa kampus Kemanggisan?;Biaya pemesanan transkrip cetak adalah Rp 10.000. Pembayaran dilakukan melalui BCA Virtual Account dengan format kode 120052 diikuti NIM (untuk kampus Kemanggisan).;Biaya transkrip cetak adalah Rp 10.000. Format nomor Virtual Account BCA untuk kampus Kemanggisan adalah kode 120052 diikuti dengan NIM mahasiswa.;Cek Tagihan: Tagihan akan muncul H+1 setelah tanggal pemesanan. Mahasiswa dapat memeriksa tagihan melalui BINUSMAYA Academic Services pada menu Financial Summary. Prosedur Pembayaran melalui BCA Virtual Account: Masukkan PIN. Pilih menu M-Transfer. Pilih BCA Virtual Account. Masukkan Nomor Virtual Account sesuai lokasi kampus:;Masukkan Nomor Virtual Account sesuai lokasi kampus: 120052 (Kemanggisan) + NIM, 120062 (Alam Sutera) + NIM, 120072 (Bekasi) + NIM. Masukkan nominal pembayaran sebesar Rp 10,000. Pilih OK/YES. Proses Pengambilan: Pengambilan dokumen fisik dilakukan di Ruangan BINUS Support. Waktu Proses: Maksimal 3 hari kerja setelah pengajuan.;2. Transkrip Nilai Berbayar dalam Bentuk Cetak (Hardcopy). Syarat: Transkrip cetak biasanya digunakan untuk keperluan formal seperti melamar pekerjaan, pengajuan beasiswa, atau keperluan administratif eksternal. Proses Pemesanan: Pemesanan Onsite: Mahasiswa dapat langsung datang ke Ruangan BINUS Support untuk memesan transkrip cetak.
Panduan_Alamat_Kampus_Dan_Penomoran_Ruangan.txt;Jelaskan perbedaan cara membaca kode ruangan di Kampus Kijang (contoh: A201) dengan Kampus Alam Sutera (contoh: A0701) berdasarkan digitnya!;Di Kampus Kijang (4 digit), digit pertama adalah Gedung, digit kedua Lantai, dan dua digit terakhir Nomor Ruang (A201 = Gedung A, Lantai 2, Ruang 01). Sedangkan di Kampus Alam Sutera (5 digit), digit pertama adalah Gedung, dua digit berikutnya Lantai, dan dua digit terakhir Nomor Ruang (A0701 = Gedung A, Lantai 7, Ruang 01).;Di Kampus Kijang (4 digit), digit 1 menunjukkan gedung (A/B/C) dan digit 2 menunjukkan lantai. Di Kampus Alam Sutera (5 digit), digit 1 menunjukkan gedung, sedangkan digit 2-3 menunjukkan lantai.;c. Kampus Kijang. Alamat: Jl. Kemanggisan Ilir III No. 45, Jakarta Barat. Sistem Penomoran: Kode ruangan terdiri dari 4 digit. Digit 1: Menunjukkan nama gedung (A, B, atau C). Digit 2: Menunjukkan lantai. Digit 3–4: Menunjukkan nomor ruang. Contoh: Kode A201 berarti Gedung A, Lantai 2, Ruang 01.;2. Kampus Alam Sutera. Alamat: Jl. Jalur Sutera Barat Kav. 21, Alam Sutera, Serpong, Tangerang. Sistem Penomoran: Kode ruangan terdiri dari 5 digit. Digit 1: Menunjukkan nama gedung. Digit 2–3: Menunjukkan lantai. Digit 4–5: Menunjukkan nomor ruang. Contoh: Kode A0701 berarti Gedung A, Lantai 7, Ruang 01.;Panduan Alamat Kampus dan Sistem Penomoran Ruangan di Universitas Bina Nusantara. Berikut adalah daftar alamat lengkap setiap kampus BINUS University beserta penjelasan mengenai sistem penomoran ruangan yang berlaku di masing-masing lokasi. 1. Kampus Kemanggisan. Kampus ini terbagi menjadi tiga lokasi utama dengan sistem penomoran yang berbeda.
Panduan_BGA.txt;"Jika hasil BGA Self-Assessment seorang mahasiswa menunjukkan status ""Need Improvement"", langkah-langkah apa saja yang harus dilakukan untuk memperbaikinya?";Mahasiswa harus menghubungi Student Support Office (SSO) di kampus masing-masing, mengikuti materi optimisasi yang diberikan, dan setelah materi selesai, melakukan pengulangan (retake) self-assessment.;Mahasiswa harus menghubungi Student Support Office (SSO), mengikuti materi optimisasi yang diberikan, dan setelah materi selesai, melakukan BGA Self-Assessment ulang.;Apa yang Harus Dilakukan Jika Hasilnya Need Improvement? Jika hasilnya menunjukkan need improvement, jangan khawatir! Ada beberapa langkah yang perlu dilakukan: 1. Hubungi Student Support Office (SSO) di kampus kalian. 2. Ikuti materi optimisasi yang diberikan oleh SSO. 3. Setelah materi selesai, kalian bisa mengulang self-assessment.;Dukungan yang Tersedia. Jika ada pertanyaan atau kendala, silakan menghubungi SSO di kampus masing-masing untuk panduan lebih lanjut. Melalui BGA Self-Assessment, kalian dapat mengetahui sejauh mana pencapaian keterampilan kalian, serta memperbaikinya jika diperlukan. Pastikan hasil asesmen kalian optimal.;BGA Assessment adalah alat ukur yang berfungsi sebagai indikator pemenuhan setiap atribut BGA. Mahasiswa dapat mengakses dan menyelesaikan BGA Assessment melalui laman berikut: bga.apps.binus.ac.id. Jadwal Pelaksanaan Self-Assessment. Mahasiswa akan diberikan kesempatan untuk mengisi Self Assessment pada tiga periode berbeda.
Pengajuan_Penelitian_Binus.txt;"Bagaimana aturan penggunaan nama ""BINUS"" dalam judul atau isi penelitian, dan prosedur apa yang harus dilakukan jika mahasiswa terlanjur memulai penelitian sebelum surat izin terbit?";"Nama ""BINUS"" tidak diperbolehkan dicantumkan secara langsung dan harus disamarkan. Jika penelitian sudah terlanjur dilakukan sebelum izin keluar, mahasiswa wajib melampirkan surat permohonan maaf yang ditandatangani oleh tiga pihak: mahasiswa, dosen pembimbing, dan perwakilan jurusan.";Nama 'BINUS' tidak boleh dicantumkan langsung dalam judul/isi penelitian (harus disamarkan). Jika terlanjur memulai penelitian tanpa izin, mahasiswa wajib melampirkan surat permohonan maaf yang ditandatangani mahasiswa, dosen pembimbing, dan perwakilan jurusan.;"Aturan Penulisan Nama ""BINUS"": Dalam judul penelitian, proposal, maupun isi skripsi, nama ""BINUS"" tidak diperbolehkan dicantumkan secara langsung. Jika penyebutan institusi diperlukan, nama tersebut harus disamarkan. Waktu Memulai Penelitian: Mahasiswa dilarang memulai kegiatan penelitian atau pengambilan data apa pun sebelum surat izin resmi diterbitkan.";Prosedur untuk Penelitian yang Sudah Terlanjur Dilakukan: Jika mahasiswa terlanjur melakukan penelitian sebelum surat izin keluar, maka ia wajib melampirkan surat permohonan maaf. Surat ini harus ditandatangani oleh tiga pihak: mahasiswa yang bersangkutan, dosen pembimbing, dan perwakilan jurusan.;Tahapan dan Hal Penting yang Harus Diperhatikan Mahasiswa: Berikut adalah panduan langkah demi langkah serta aturan penting bagi mahasiswa saat mengajukan izin penelitian: Hubungi Halo BINUS Terlebih Dahulu: Sebelum mengisi formulir pengajuan online, mahasiswa diwajibkan untuk mengirimkan email pemberitahuan terlebih dahulu ke halobinus@binus.edu.
PKM.txt;"Apa saja dua skema utama kategori PKM yang ditawarkan, dan sebutkan jenis kegiatan yang secara spesifik masuk ke dalam skema ""PKM Insentif""!";PKM terbagi menjadi dua skema utama yaitu PKM 8 Bidang dan PKM Insentif. Jenis kegiatan yang termasuk dalam PKM Insentif adalah PKM-AI (Artikel Ilmiah) dan PKM-GFT (Gagasan Futuristik Tertulis).;Dua skema utama adalah PKM 8 Bidang dan PKM Insentif. Jenis kegiatan dalam PKM Insentif adalah PKM-AI (Artikel Ilmiah) dan PKM-GFT (Gagasan Futuristik Tertulis).;Kategori PKM yang Ditawarkan. PKM terbagi dalam beberapa skema yang dapat diikuti oleh mahasiswa, yaitu: 1. PKM 8 Bidang: PKM-RE : Riset Eksakta, PKM-RSH : Riset Sosial Humaniora, PKM-PM : Pengabdian kepada Masyarakat, PKM-PI : Penerapan IPTEK, PKM-K : Kewirausahaan, PKM-KC : Karsa Cipta, PKM-KI : Karya Inovatif, PKM-VGK : Video Gagasan Konstruktif.;2. PKM Insentif. - PKM-AI : Artikel Ilmiah. - PKM-GFT : Gagasan Futuristik Tertulis. Panduan & Informasi Lengkap. Mahasiswa dapat mengakses berbagai panduan dan contoh proposal melalui: linktr.ee/binus_studentachievement. Manfaat Mengikuti PKM. Dengan mengikuti PKM, mahasiswa BINUS dapat: Mengembangkan kemampuan berpikir kritis dan inovatif.;Program Kreativitas Mahasiswa (PKM) – BINUS University. Program Kreativitas Mahasiswa (PKM) adalah inisiatif nasional dari Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi yang bertujuan mendorong mahasiswa menciptakan gagasan inovatif dan kreatif. Program ini menjadi peluang bagi mahasiswa BINUS untuk berkontribusi dalam menyelesaikan permasalahan nyata.
Pre_Thesis_Bersamaan_Dengan_Enrichment_Program.txt;Berapa batas minimum IPK untuk program studi di bawah naungan School of Computer Science agar dapat mengambil Pra-Tesis, dan apa ketentuan angkatan khusus yang berlaku untuk program studi Data Science?;Batas minimum IPK untuk seluruh program studi di bawah School of Computer Science adalah ≥ 3.0. Khusus untuk program studi Data Science (dan Business Analytics), ketentuan ini berlaku mulai dari angkatan Binusian 2025 atau yang lebih baru (berbeda dengan program lain yang umumnya berlaku mulai Binusian 2024).;Batas minimum IPK untuk School of Computer Science adalah ≥ 3.0. Ketentuan khusus untuk Data Science adalah aturan ini berlaku untuk angkatan (Binusian) 2025 atau yang lebih baru.;IPK Minimum >= 3.0: School of Computer Science: Semua program studi (Computer Science, Computer Science Global Class, Computer Science PPTI BCA, Game Application & Technology, Mobile Application & Technology, Cyber Security, Computer Science & Mathematics, Computer Science & Statistics, Computer Science @BINUS BANDUNG, Computer Science @BINUS MALANG, Data Science).;Semua program ini mensyaratkan mahasiswa berasal dari angkatan (Binusian) 2024 atau angkatan yang lebih baru, kecuali untuk program studi Data Science dan Business Analytics yang berlaku untuk angkatan 2025 atau yang lebih baru. IPK Minimum >= 3.5: Industrial Engineering, Animation, Accounting (dan Accounting @BINUS BEKASI).;Secara umum, mahasiswa Universitas Bina Nusantara dapat mengambil Pra-Tesis bersamaan dengan Enrichment Program jika memenuhi tiga syarat utama: status kelulusan mata kuliah, status aktif semester, dan Indeks Prestasi Kumulatif (IPK) minimum yang spesifik untuk setiap program studi. Syarat Umum: Kelulusan Mata Kuliah: Program Reguler: Telah lulus semua mata kuliah hingga semester 4.
Sertifikasi_3.txt;Apa perbedaan mendasar antara Sertifikasi Credit Earning dan Non-Credit Earning, serta kapan batas waktu pelaporan untuk sertifikasi yang bersifat Credit Earning?;Sertifikasi Credit Earning dapat disetarakan dengan mata kuliah serta SKS dan wajib dilaporkan sebelum masa registrasi untuk mata kuliah yang disetarakan. Sebaliknya, Sertifikasi Non-Credit Earning tidak dapat disetarakan dengan mata kuliah (hanya masuk DPI).;Sertifikasi Credit Earning dapat disetarakan dengan mata kuliah/SKS, sedangkan Non-Credit Earning tidak. Batas waktu pelaporan Sertifikasi Credit Earning adalah sebelum masa registrasi mata kuliah yang akan disetarakan.;Apa perbedaan Sertifikasi Credit vs Non Credit Earning? Sertifikasi Credit Earning adalah sertifikasi yang bisa disetarakan dengan mata kuliah serta SKS dan harus dilaporkan sebelum masa registrasi untuk mata kuliah yang disetarakan. Selain Credit earning, sertifikasi akan masuk sebagai non credit earning yang tidak bisa disetarakan dengan mata kuliah.;Bagaimana cara registrasi Sertifikasi Non Credit Earning? Bagi mahasiswa yang mempunyai Sertifikat Profesional (Sertifikasi), mahasiswa dapat mengunggah sertifikasi tersebut melalui: Login BINUSMAYA (https://binusmaya.binus.ac.id) Academic Services. Pilih menu Certification. Pilih Certification Catalog.;Apa Keuntungan Memiliki Sertifikasi? Menambah atau Memperkuat portofolio. Memperoleh kompetensi tambahan. Fleksibel dalam memilih kompetensi. Bebas memilih Sertifikasi yang diinginkan. Dicantumkan dalam Dokumen Pendamping Ijazah (DPI). Apa manfaat Sertifikasi di Dunia Kerja? Membuka akses dan peluang untuk mendapatkan pekerjaan spesifik.
streaming_3.txt;Sebutkan universitas mitra yang bekerjasama dengan program Computer Science untuk jalur masa studi (Study Period Pathway) 3+1 beserta opsi streaming-nya!;Mitra dan opsi streaming untuk jalur 3+1 pada program Computer Science adalah: La Trobe University (Software Engineering), The Royal Melbourne Institute of Technology (Information Technology), Wollongong University (Computer Science), Nottingham University (Artificial Intelligence & Computer Science).;Mitra universitas untuk program Computer Science jalur 3+1 adalah Wollongong University (Streaming: Computer Science), Nottingham University (Streaming: Artificial Intelligence & Computer Science), dan RMIT (Streaming: Information Technology).;Computer Science Streaming Option: Software Engineering - La Trobe University - 4+0. Software Engineering - La Trobe University - 3,5+0,5. Software Engineering - La Trobe University - 3+1. Information Technology - The Royal Melbourne Institute of Technology - 3+1 - Semester 7 and 8.;Computer Science - Wollongong University - 3+1 - Semester 7 and 8. Artificial Intelligence - Nottingham University - 3+1 - Semester 7 and 8. Computer Science - Nottingham University - 3+1 - Semester 7 and 8. Business Information Systems Streaming Option: Software Engineering - La Trobe University - 4+0.;Streaming Specialization and Study Period Pathways. Streaming is a specialization within a study program designed for students as an option during their academic journey... At IS1, this specialization involves selecting a partner university from various countries, offering students the opportunity to gain international exposure, cultural insights, and diverse academic perspectives.
Syarat_Mendirikan_OK.txt;Berapa jumlah minimal mahasiswa pengusul yang dibutuhkan untuk mengajukan pendirian Organisasi Kemahasiswaan baru, dan berapa lama durasi maksimal masa uji coba (Pra-UKM) yang harus dijalani?;Pengajuan harus dilakukan oleh minimal 30 mahasiswa aktif dari jurusan berbeda. Organisasi yang disetujui akan menjalani masa uji coba (Pra-UKM) selama maksimal 1 tahun sebelum dievaluasi untuk disahkan menjadi UKM resmi.;Dibutuhkan minimal 30 mahasiswa aktif sebagai pengusul. Durasi maksimal masa uji coba (Pra-UKM) yang harus dijalani adalah 1 tahun.;1. Pengajuan oleh Minimal 30 Mahasiswa Aktif. Organisasi harus diajukan oleh minimal 30 mahasiswa aktif dari jurusan atau program studi yang berbeda. Pengajuan ini harus dibuktikan dengan tanda tangan pengusul yang disertai fotokopi BINUSIAN Card masing-masing. Seluruh dokumen ini dilampirkan dalam proposal pengajuan.;5. Masa Pra-UKM (Pra-Unit Kegiatan Mahasiswa). Organisasi yang baru disetujui akan menjalani masa pra-UKM selama maksimal 1 tahun. Masa ini digunakan sebagai ujicoba untuk mengukur: Kesiapan operasional. Konsistensi kegiatan. Minat partisipasi anggota baru. 6. Evaluasi dan Pengesahan.;Apa Saja Persyaratan untuk Mendirikan Organisasi Kemahasiswaan? Mendirikan Organisasi Kemahasiswaan (UKM) adalah langkah yang membutuhkan komitmen dan persiapan matang. Berikut adalah persyaratan yang harus dipenuhi oleh mahasiswa di BINUS University: 1. Pengajuan oleh Minimal 30 Mahasiswa Aktif.
Teknis_Pelaksanaan_F2F.txt;Bagaimana metode pencatatan kehadiran mahasiswa dalam sesi tatap muka (Face to Face) dan apa konsekuensinya jika mahasiswa tidak berada di kelas saat dosen melakukan verifikasi akhir?;Pencatatan kehadiran dilakukan melalui fitur Wifi Attendance pada aplikasi BINUSMAYA Mobile. Jika mahasiswa tidak berada di ruang kelas saat dosen/asisten melakukan verifikasi kehadiran di akhir sesi, status kehadiran berhak diubah menjadi alpa.;Pencatatan kehadiran dilakukan menggunakan fitur Wifi Attendance di aplikasi BINUSMAYA Mobile. Jika mahasiswa tidak berada di kelas saat dosen melakukan verifikasi, status kehadirannya dapat diubah menjadi alpa.;Panduan Kehadiran Mahasiswa dalam Perkuliahan Tatap Muka. Datang Tepat Waktu dan Bawa Kartu BINUSIAN Flazz Card. Pastikan kamu hadir sesuai dengan jadwal yang telah ditetapkan. Gunakan BINUSIAN Flazz Card sebagai tanda pengenal mahasiswa saat mengikuti perkuliahan di kampus. Lakukan Wifi Attendance melalui BINUSMAYA Mobile.;Kehadiran mahasiswa akan tercatat melalui fitur Wifi Attendance di aplikasi BINUSMAYA Mobile. Untuk panduan lengkap, silakan baca petunjuk Wifi Attendance yang tersedia di https://support.binus.ac.id/723-123255. Aktif Berinteraksi dengan Dosen/Asisten Dosen. Partisipasi aktif dalam kelas sangat dianjurkan.;Ikuti Perkuliahan Hingga Selesai. Mahasiswa diharapkan mengikuti perkuliahan sampai selesai sesuai dengan jadwal. Dosen atau asisten akan melakukan verifikasi kehadiran melalui sistem. Jika mahasiswa tidak berada di ruang kelas saat verifikasi, dosen/asisten berhak mengubah status kehadiran menjadi alpa.
